A	B	GO_BMA	A_name	B_name
hsa05416	hsa05135	0.879	Viral myocarditis	Yersinia infection
hsa05416	hsa05145	0.875	Viral myocarditis	Toxoplasmosis
hsa05416	hsa05152	0.871	Viral myocarditis	Tuberculosis
hsa05416	hsa05163	0.865	Viral myocarditis	Human cytomegalovirus infection
hsa05416	hsa05164	0.87	Viral myocarditis	Influenza A
hsa05416	hsa05169	0.875	Viral myocarditis	Epstein-Barr virus infection
hsa05416	hsa05170	0.873	Viral myocarditis	Human immunodeficiency virus 1 infection
hsa05417	hsa04010	0.94	Lipid and atherosclerosis	MAPK signaling pathway
hsa05417	hsa04062	0.937	Lipid and atherosclerosis	Chemokine signaling pathway
hsa05417	hsa04151	0.943	Lipid and atherosclerosis	PI3K-Akt signaling pathway
hsa05417	hsa04380	0.937	Lipid and atherosclerosis	Osteoclast differentiation
hsa05417	hsa04621	0.946	Lipid and atherosclerosis	NOD-like receptor signaling pathway
hsa05417	hsa04625	0.941	Lipid and atherosclerosis	C-type lectin receptor signaling pathway
hsa05417	hsa05131	0.948	Lipid and atherosclerosis	Shigellosis
hsa05417	hsa05132	0.941	Lipid and atherosclerosis	Salmonella infection
hsa05417	hsa05135	0.945	Lipid and atherosclerosis	Yersinia infection
hsa05417	hsa05145	0.937	Lipid and atherosclerosis	Toxoplasmosis
hsa05417	hsa05152	0.949	Lipid and atherosclerosis	Tuberculosis
hsa05417	hsa05160	0.943	Lipid and atherosclerosis	Hepatitis C
hsa05417	hsa05161	0.946	Lipid and atherosclerosis	Hepatitis B
hsa05417	hsa05162	0.944	Lipid and atherosclerosis	Measles
hsa05417	hsa05163	0.954	Lipid and atherosclerosis	Human cytomegalovirus infection
hsa05417	hsa05164	0.938	Lipid and atherosclerosis	Influenza A
hsa05417	hsa05167	0.951	Lipid and atherosclerosis	Kaposi sarcoma-associated herpesvirus infection
hsa05417	hsa05168	0.951	Lipid and atherosclerosis	Herpes simplex virus 1 infection
hsa05417	hsa05170	0.946	Lipid and atherosclerosis	Human immunodeficiency virus 1 infection
hsa05417	hsa05200	0.944	Lipid and atherosclerosis	Pathways in cancer
hsa05417	hsa05205	0.937	Lipid and atherosclerosis	Proteoglycans in cancer
hsa05417	hsa05418	0.944	Lipid and atherosclerosis	Fluid shear stress and atherosclerosis
hsa05418	hsa04010	0.945	Fluid shear stress and atherosclerosis	MAPK signaling pathway
hsa05418	hsa04015	0.936	Fluid shear stress and atherosclerosis	Rap1 signaling pathway
hsa05418	hsa04151	0.941	Fluid shear stress and atherosclerosis	PI3K-Akt signaling pathway
hsa05418	hsa04380	0.937	Fluid shear stress and atherosclerosis	Osteoclast differentiation
hsa05418	hsa04510	0.945	Fluid shear stress and atherosclerosis	Focal adhesion
hsa05418	hsa04722	0.932	Fluid shear stress and atherosclerosis	Neurotrophin signaling pathway
hsa05418	hsa04933	0.938	Fluid shear stress and atherosclerosis	AGE-RAGE signaling pathway in diabetic complications
hsa05418	hsa05131	0.937	Fluid shear stress and atherosclerosis	Shigellosis
hsa05418	hsa05132	0.934	Fluid shear stress and atherosclerosis	Salmonella infection
hsa05418	hsa05135	0.939	Fluid shear stress and atherosclerosis	Yersinia infection
hsa05418	hsa05161	0.935	Fluid shear stress and atherosclerosis	Hepatitis B
hsa05418	hsa05163	0.941	Fluid shear stress and atherosclerosis	Human cytomegalovirus infection
hsa05418	hsa05167	0.938	Fluid shear stress and atherosclerosis	Kaposi sarcoma-associated herpesvirus infection
hsa05418	hsa05168	0.933	Fluid shear stress and atherosclerosis	Herpes simplex virus 1 infection
hsa05418	hsa05200	0.945	Fluid shear stress and atherosclerosis	Pathways in cancer
hsa05418	hsa05205	0.948	Fluid shear stress and atherosclerosis	Proteoglycans in cancer
hsa05418	hsa05206	0.932	Fluid shear stress and atherosclerosis	MicroRNAs in cancer
hsa05418	hsa05215	0.937	Fluid shear stress and atherosclerosis	Prostate cancer
hsa05418	hsa05225	0.938	Fluid shear stress and atherosclerosis	Hepatocellular carcinoma
hsa05418	hsa05417	0.944	Fluid shear stress and atherosclerosis	Lipid and atherosclerosis
